,Character,Dialog
943,RED SKULL,"Consider me a guide. To you, and to all whoseek the Soul Stone."
944,NATASHA ROMANOFF,"Oh, good. You tell us where it is.Then we'll be on our way."
945,RED SKULL,"Ah, liebchen– If only it were that easy."
946,RED SKULL,What you seek liesin front of you... as does what you fear.
947,NATASHA ROMANOFF,The stone is down there.
948,RED SKULL,"For one of you. For the other... In order to take the stone, youmust lose that which you love. An everlasting exchange. A soul, for a soul."
949,CLINT BARTON,How's it going? Jesus...Maybe he's making this shit up.
950,NATASHA ROMANOFF,No. I don't think so.
951,CLINT BARTON,"Why, 'cause he knows your Daddy's name?"
952,NATASHA ROMANOFF,I didn't. Thanos left here with the stone without his daughter. It's not a coincidence.
953,CLINT BARTON,Yeah.
954,NATASHA ROMANOFF,Whatever it takes.
955,CLINT BARTON,Whatever it takes.
956,NATASHA ROMANOFF,"If we don't get that stone, billions of people stay dead."
957,CLINT BARTON,Then I guess we both know who it's gotta be.
958,NATASHA ROMANOFF,I guess we do.
959,CLINT BARTON,"I'm starting to think– we mean different people here, Natasha."
960,NATASHA ROMANOFF,For the last five years I've been trying to do one thing: Get to right here. That's all it's been about. Bringing everybody back.
961,CLINT BARTON,"Oh, don't you get all decent on me now."
962,NATASHA ROMANOFF,"What, you think I wanna do it? I'm trying to save your life, you idiot."
963,CLINT BARTON,"Yeah, well, I don't want you to, because I– Natasha, you know what I've done. You know what I've become."
964,NATASHA ROMANOFF,I don't judge people ontheir worst mistakes.
965,CLINT BARTON,Maybe you should.
966,NATASHA ROMANOFF,You didn't.
967,CLINT BARTON,"You're a pain in my ass, you know that?"
968,CLINT BARTON,Okay. You win.
969,CLINT BARTON,Tell my family I love them.
970,NATASHA ROMANOFF,You tell them yourself.
971,CLINT BARTON,Damn you!
972,NATASHA ROMANOFF,Let me go.
973,CLINT BARTON,"No. Please, no."
974,NATASHA ROMANOFF,It's okay.
975,CLINT BARTON,Please–  NO!!!
976,BRUCE BANNER,Did we get them all?
977,RHODEY,You telling me this'llactually work?
978,BRUCE BANNER,"Clint, where's Nat?"
979,TONY STARK,Do we know if she had family?
980,STEVE ROGERS,Yeah. Us.
981,THOR,What?
982,TONY STARK,I just asked him a question–
983,THOR,"Yeah, you're acting like she's dead. Why are we acting like she's dead? We have the stones, right? As long as we have the stones, Cap, we can bring her back, isn't that right?  So stop this shit. We're the Avengers, get it together."
984,CLINT BARTON,We can't get her back.
985,THOR,Wha– what?
986,CLINT BARTON,It can't be undone. It can't.
987,THOR,"I'm sorry. No offense, but you'rea very earthly being. Okay? We're talking about space magic. And ""can't"" seems very definitive don't you think?"
988,CLINT BARTON,"Yeah, look, I know that I'm way outside my paygrade here. But she still isn't here, is she?"
989,THOR,"No, that's my point–"
990,CLINT BARTON,"It can't– be undone. Or that's at least what the red floating guy had to say.  Maybe you wanna go talk to him, okay? GO GRAB YOUR HAMMER, AND YOU GO FLY AND TALK TO HIM!"
991,CLINT BARTON,It was supposed to be me. She sacrificed her life for that goddamn stone. She bet her life on it.
992,BRUCE BANNER,She's not coming back. We have to make it worth it. We have to.
993,STEVE ROGERS,We will.
994,ROCKET,Boom!
995,ROCKET,"All right. The glove's ready. Question is, who's gonna snap their freaking fingers?"
996,THOR,I'll do it.
997,SCOTT LANG,Excuse me?
998,THOR,It's okay.
999,EVERYONE,"No, no, no, whoa. Stop. Stop. Wait a sec. Hey, hey–"
1000,STEVE ROGERS,"Wait, wait, Thor, just wait. We haven't decided who's gonna put that on yet."
1001,THOR,"I'm sorry. What, we're just sitting around waiting for the right opportunity?"
1002,SCOTT LANG,We should at least discuss it.
1003,THOR,"No, no, sitting here staring at that thing is not gonna bring everybody back. I'm the strongest Avenger, okay? So this responsibility falls upon me. It's my duty."
1004,TONY STARK,It's not about that–
1005,THOR,Just let me do it. Just let me do something good. Something right.
1006,TONY STARK,"Look– It's not just the fact that that glove is channeling enough energy to light up a continent, I'm telling you, you're in no condition."
1007,THOR,What do you– What do you think is coursing through my veins right now?
1008,RHODEY,Cheez Whiz?
1009,THOR,Lightning.
1010,TONY STARK,Yeah.
1011,BRUCE,"Lightning won't help you, pal. It's gotta be me."
1012,BRUCE BANNER,You saw what those stones did to Thanos. It almost killed him. None of you could survive.
1013,STEVE ROGERS,How do we know you will?
1014,BRUCE BANNER,We don't. But the radiation's mostly gamma.  It's like...I was made for this.
1015,TONY STARK,"Good to go, yeah?"
1016,BRUCE BANNER,Let's do it.
1017,TONY STARK,"You remember– everyone Thanos snapped away five years ago and just bringing them back to now, today. Don't change anything from the last five years."
1018,BRUCE BANNER,Got it.
1019,TONY STARK,"F.R.I.D.A.Y., do me a favor and activate Barn Door Protocol. Will you?"
1020,F.R.I.D.A.Y.,"Yes, boss."
1021,BRUCE BANNER,Everybody comes home.
1022,THOR,Take it off! Take it off!
1023,STEVE ROGERS,"No, wait. Bruce, are you okay?"
1024,TONY STARK,"Talk to me, Banner."
1025,BRUCE BANNER,I'm okay. I'm okay.
1026,STEVE ROGERS,Bruce!
1027,TONY STARK,Don't move him.
1028,BRUCE ROGERS,Did it work?
1029,THOR,Worth a shot. It's over. It's okay.
1030,CLINT BARTON,Honey. Honey.
1031,SCOTT LANG,Guys– I think it worked!
1032,ROCKET,I can't breathe. I can't breathe! I can't breathe.
1033,RHODEY,Canopy. Canopy. Canopy.
1034,BRUCE BANNER,"Rhodey, Rocket, get outta here!"
1035,ROCKET,Hurry up! Hurry up! Come on!
1036,BRUCE BANNER,Rhodey!
1037,RHODEY,"Mayday, mayday! Does anybody copy? We're in the lower level, it's flooding!"
1038,SCOTT LANG,What?
1039,RHODEY,We're drowning! Does anybody copy? Mayday!
1040,SCOTT LANG,"Wait! I'm here! I'm here, can you hear me?"
1041,CLINT BARTON,Cap?
1042,CLINT BARTON,Damn.
1043,THANOS,Daughter.
1044,NEBULA,"Yes, Father."
1045,THANOS,"So, this is the future. Well done."
1046,NEBULA,"Thank you, Father. They suspected nothing."
1047,THANOS,The arrogant never do.
1048,THANOS,Go. Find the stones. Bring them to me.
1049,NEBULA,What will you do?
1050,THANOS,Wait.
1051,GAMORA,"Tell me something. In the future, what happens to you and me?"
1052,NEBULA,I tried to kill you. Several times.
1053,NEBULA,"But eventually,we become friends. We become sisters."
1054,GAMORA,Come on. We can stop him.
1055,TONY STARK,"Come on, buddy. Wake up. That's my man. You lose this again, I'm keeping it."
1056,STEVE ROGERS,What happened?
1057,TONY STARK,You messed with time.It tends to mess back. You'll see.
1058,TONY STARK,What's he been doing?
1059,THOR,Absolutely nothing.
1060,STEVE ROGERS,Where are the stones?
1061,TONY STARK,Somewhere under all this. All I know is he doesn't have them.
1062,STEVE ROGERS,So we keep it that way.
1063,THOR,"You know it's a trap, right?"
1064,TONY STARK,Yeah. And I don't much care.
1065,THOR,Good. Just as long we are all in agreement.  Let's kill him properly this time.
1066,THANOS,"You could not live with your own failure. And where did that bring you? Back to me. I thought by eliminating half of life, the other half would thrive. But you’ve shown me that’s impossible. And as long as there are those that remember what was, there will always be those that are unable to accept what can be. They will resist."
1067,TONY STARK,Yep. We're all kinds of stubborn.
1068,THANOS,"I'm thankful. Because now, I knowwhat I must do.  A grateful universe."
1069,STEVE ROGERS,Born out of blood.
1070,THANOS,They'll never know it. Because you won't bealive to tell them.
1071,RHODEY,"See you on the other side, man."
1072,SCOTT LANG,Hang on! I'm coming!
1073,CLINT BARTON,"Oh, hey– I know you."
1074,NEBULA,Father.
1075,NEBULA,I have the stones.
1076,CLINT BARTON,What?!
1077,GAMORA,Stop.
1078,NEBULA,You're betraying us?
1079,NEBULA,You don't have to do this.
1080,NEBULA,I am this.
1081,GAMORA,"No, you're not."
1082,NEBULA,You've seen what we become.
1083,GAMORA,"Nebula, listen to her."
1084,NEBULA,You can change.
1085,NEBULA,He won't let me.
1086,GAMORA,NO!
1087,TONY STARK,"Okay, Thor. Hit me."
1088,F.R.I.D.A.Y,"Boss, wake up!"
1089,THOR,I knew it!
1090,THANOS,"In all my years of conquest– violence– slaughter– It was never personal. But I'll tell you now– what I'm about to do to your stubborn, annoying little planet– I'm gonna enjoy it. Very, very much."
1091,SAM WILSON,"Hey, Cap, you read me?"
1092,SAM WILSON,"Cap, it's Sam. Can you hear me?"
1093,SAM WILSON,On your left.
1094,DOCTOR STRANGE,Is that everyone?
1095,WONG,"What, you wanted more?"
1096,STEVE ROGERS,AVENGERS!  –assemble.
1097,THOR,"No, no, give me that. You have the little one."
1098,PETER PARKER,"Hey! Holy cow! You will not believe what's been going on. Do you remember when we were in space? And I got all dusty? I must've passed out, Because I woke up, and you were gone. But Doctor Strange was there, right? He was like, ""It's been five years. Come on, they need us."" And then he started doing the yellow sparkly thing that he does all the time–"
1099,TONY STARK,"He did? Oh, God."
1100,PETER PARKER,What are you doing?
1101,PETER PARKER,"Oh, this is nice."
1102,PETER QUILL,Gamora?  I thought I lost you.
1103,PETER QUILL,Ow.
1104,GAMORA,me!
1105,PETER QUILL,You missed the first time– Then you got them both the second time.
1106,GAMORA,This is the one? Seriously?
1107,NEBULA,"The choices were him, or a tree."
1108,CLINT BARTON,"Cap, what do you want me to do with this damn thing?"
1109,STEVE ROGERS,Get those stones as far away as possible!
1110,BRUCE BANNER,No! We need to get them back where they came from.
1111,TONY STARK,No way to get them back. Thanos destroyed the quantum tunnel.
1112,SCOTT LANG,Hold on!  That wasn't our only time machine.
1113,STEVE ROGERS,"Anyone see an ugly, brown van up there?"
1114,VALKYRIE,Yes! But you're not gonna like where it's parked!
1115,TONY STARK,"Scott, how long you need to get that thing working?"
1116,SCOTT LANG,Maybe ten minutes.
1117,STEVE ROGERS,Get it started. We'll get the stones to you.
1118,HOPE VAN DYNE,"We're on it, Cap."
1119,TONY STARK,"Hey. You said one out of 14 million, we win, yeah? Tell me this is it."
1120,DOCTOR STRANGE,"If I tell you what happens, it won't happen."
1121,TONY STARK,You better be right.
1122,THE WASP,It's a mess back here.
1123,SCOTT LANG,It's– it's dead.
1124,THE WASP,What?
1125,SCOTT LANG,It's dead. I have to hotwire it.
1126,THANOS,Where's Nebula?
1127,CORVUS GLAIVE,She's not responding.
1128,EBONY MAW,Sire!
1129,T'CHALLA,Clint! Give it to me.
1130,WANDA MAXIMOFF,You took everything from me.
1131,THANOS,I don't even know who you are.
1132,WANDA MAXIMOFF,You will.
1133,PETER PARKER,I got it!
1134,PETER PARKER,Activate Instant Kill!
1135,THANOS,Rain fire!
1136,CORVUS GLAIVE,"But sire, our troops!"
1137,THANOS,Just do it!
1138,PEPPER POTTS,"Uh, is anyone else seeing this?"
1139,PETER PARKER,"I got this. I got this! Okay, I don't got this. Help! Somebody, help!"
1140,STEVE,"Hey, Queens, heads up."
1141,PEPPER POTTS,"Hang on. I got you, kid."
1142,PETER PARKER,"Hey! Nice to meet you– OH, MY GOD!"
1143,SAM,What the hell is this?
1144,TONY STARK,"F.R.I.D.A.Y., what are they firing at?"
1145,F.R.I.D.A.Y.,Something just entered the upper atmosphere.
1146,ROCKET,"Oh, yeah!"
1147,STEVE ROGERS,"Danvers, we need an assist here."
1148,PETER PARKER,Hi. I'm– Peter Parker.
1149,CAROL DANVERS,"Hey, Peter Parker. You got something for me?"
1150,PETER PARKER,I don't know how you're gonna get it through all that.
1151,WANDA MAXIMOFF,Don't worry.
1152,OKOYE,She's got help.
1153,"[Pepper lands next to Okoye, followed by Mantis, Shuri, the Wasp, 2014 Gamora and Nebula. Thanos' army charges while the women help Carol Danvers go through the Outriders, Sakaarans and Chitauri. 2014 Gamora takes out a gorilla, while Okoye takes out Corvus Glaive. Wanda and Valkyrie destroy two leviathans. Carol Danvers then starts flying towards the van with the Gauntlet, flying past enemies and going through enemy blockades that are in her way with ease. Thanos, seeing this, starts running to Carol Danvers, but is stopped by Pepper, Shuri and The Wasp, who blast him backwards. Thanos, after seeing Carol Danvers fly past him, throws his double sword at the van, destroying it and the quantum realm tunnel, throwing Carol Danvers backwards and losing her grip on the Gauntlet, which falls to the ground. Doctor Strange steadies the water after the explosion. In the final brawl for the Stark Gauntlet, Stark moves one of Thanos' enemies aside and sees the Gauntlet. He runs to get it, but sees Thanos, who Stark tackles. Thanos smacks Stark away, knocking him out. Then Thor arrives with Stormbreaker and 2013 Mjolnir in an attempt to pin Thanos' arm down, with assistance from Captain America. However, Thanos overpowers them and knocks them both out. After picking up the Gauntlet, Carol Danvers arrives, punching away at Thanos while he is holding the Gauntlet. She keeps punching him, but Thanos grabs her by the arm and flings her away. Thanos puts on the gauntlet, gamma radiation from the stones eating at him as he tries to snap, but Carol Danvers arises again, and stops his fingers from snapping, opening up his hand similar to what Captain America did in Avengers","Infinity War. Thanos headbutts her, but it does nothing. Just as Carol Danvers is gaining the upper hand by rising up and forcing Thanos onto his knees, Thanos pulls the Power Stone out of the Gauntlet and uses it in his free hand to hit Carol Danvers away. Stark looks in question at Strange, who simply raises one finger, reminding him that the one win over Thanos he foresaw is now at risk. Or is it? Stark nods. Thanos puts the Power Stone back into the Gauntlet, yelling from the gamma radiation coursing through him, until Stark makes one last attack on Thanos, pulling on the Gauntlet before Thanos punches him away.]"
1154,THANOS,I am– inevitable.
1155,TONY STARK,And I– am– Iron Man.
1156,PETER PARKER,Mr. Stark?
1157,PETER PARKER,I'm sorry– Tony–
1158,PEPPER POTTS,Hey.
1159,TONY STARK,"Hey, Pep.."
1160,PEPPER POTTS,F.R.I.D.A.Y.?
1161,F.R.I.D.A.Y.,Life functions critical.
1162,PEPPER POTTS,Tony. Look at me.  We're gonna be okay. You can rest now.
1163,TONY STARK,"Everybody wants a happy ending, right? But it doesn't always roll that way. Maybe this time. I'm hoping if you play this back, it's in celebration. I hope families are reunited, I hope we get it back, and something like a normal version of the planet has been restored. If there ever was such a thing. God, what a world. Universe, now. If you told me ten years ago that we weren't alone, let alone, you know, to this extent, I mean, I wouldn't have been surprised. But come on, you know? The epic forces of darkness and light that have come into play. And, for better or worse, that's the reality Morgan's gonna have to find a way to grow up in."
1164,TONY STARK,"So I thought I'd probably better record a little greeting... In the case of an untimely death on my part. I mean, not that, death at any time isn't untimely. This time travel thing that we're gonna try and pull off tomorrow, it's– it's got me scratching my head about the survivability of it all. That's the thing. Then again, that's the hero gig. Part of the journey is the end.  I love you 3,000."
1165,CLINT,"You know, I wish there was a way– that I could let her know. That we won.  We did it."
1166,WANDA MAXIMOFF,She knows– They both do.
1167,HAPPY,"How you doing, Squirt?"
1168,MORGAN STARK,Good.
1169,HAPPY,You good? Okay. You hungry?
1170,MORGAN STARK,Mm. Hm.
1171,HAPPY,What do you want?
1172,MORGAN STARK,Cheeseburgers.
1173,HAPPY,You know your dad liked cheeseburgers? I'm gonna get you all the cheeseburgers you want.
1174,MORGAN STARK,Okay.
1175,VALKYRIE,"So, when can we expect you back?"
1176,THOR,Um– about that–
1177,VALKYRIE,Thor. Your people need a king.
1178,THOR,"No, they already have one."
1179,VALKYRIE,That's funny. You're being serious?
1180,THOR,"It's time for me to be who I am rather than who I'm supposed to be. But you, you're a leader. That's who you are."
1181,VALKYRIE,You know I'd make a lot of changes around here.
1182,THOR,I'm counting on it. Your Majesty.
1183,VALKYRIE,What will you do?
1184,THOR,"I'm not sure. For the first time in a thousand years, I– I have no path. I do have a ride, though."
1185,ROCKET,"Move it or lose it, hairbag."
1186,THOR,"Well, here we are. Tree! Good to see you. Well–"
1187,QUILL,"Hey, just so you know, this is my ship still. I'm in charge."
1188,THOR,"I know. I know. Of course, you are. Of course."
1189,QUILL,"See, you say of course, but then you touch the map. It makes you think that maybe you didn't realize I was in charge."
1190,THOR,Quail– you– that– that's your own–
1191,QUILL,Quail?
1192,THOR,–insecurities in there. Okay? I'm merely trying to be of service and assisting.
1193,QUILL,It's Quill.
1194,THOR,That's what I said.
1195,DRAX,You should fight one another for the honor of leadership.
1196,NEBULA,Sounds fair.
1197,QUILL,It's not necessary.
1198,THOR,It's not.
1199,QUILL,Okay?
1200,ROCKET,"I got some blasters, unless you guys wanna use knives."
1201,MANTIS,"Oooh, yes. Please, use knives."
1202,DRAX,"Yeah, knives."
1203,GROOT,I am Groot.
1204,QUILL,Not necessary...
1205,THOR,There shall be no knifing one another. Everybody knows who's in charge.
1206,QUILL,"Me, right?"
1207,THOR,"Yes, you. Of course. Of course. Of course."
1208,BRUCE BANNER,"Now, remember– You have to return the stones to the exact moment you got them. Or you're gonna open up a bunch of nasty alternative realities."
1209,STEVE ROGERS,"Don't worry, Bruce. Clip all the branches."
1210,BRUCE BANNER,"You know, I tried. When I had the gauntlet, the stones, I really tried to bring her back.  I miss her, man."
1211,STEVE ROGERS,"Me, too."
1212,SAM WILSON,"You know, if you want, I can come with you."
1213,STEVE ROGERS,"You're a good man, Sam. This one's on me, though."
1214,STEVE ROGERS,Don't do anything stupid 'till I get back.
1215,BUCKY BARNES,How can I? You're taking all the stupid with you.
1216,BUCKY BARNES,"Gonna miss you, Buddy."
1217,STEVE ROGERS,"It's gonna be okay, Buck."
1218,SAM WILSON,How long is this gonna take?
1219,BRUCE BANNER,For him? As long as he needs. For us? Five seconds.
1220,BRUCE BANNER,"Ready, Cap? Alright. We'll meetyou back here, okay?"
1221,STEVE ROGERS,You bet.
1222,BRUCE BANNER,"Going quantum. Three, two, one–"
1223,BRUCE BANNER,"And returning in, five, four, three, two, one–"
1224,SAM WILSON,Where is he?
1225,BRUCE BANNER,I don't know. He blew right by his time stamp. He should be here.
1226,SAM WILSON,"Well, get him back."
1227,BRUCE BANNER,I'm trying.
1228,SAM WILSON,Get him the hell back!
1229,BRUCE BANNER,"Hey, I said, I'm trying!"
1230,BUCKY BARNES,Sam...
1231,BUCKY BARNES,Go ahead.
1232,SAM WILSON,Cap?
1233,STEVE ROGERS,"Hi, Sam."
1234,SAM WILSON,"So did something go wrong, or did something go right?"
1235,STEVE ROGERS,"Well, after I put the stones back, I thought, maybe I'll try some of that life Tony was telling me to get."
1236,SAM WILSON,How'd that work out for you?
1237,STEVE ROGERS,It was beautiful.
1238,SAM WILSON,I'm happy for you. Truly.
1239,STEVE ROGERS,Thank you.
1240,SAM WILSON,Only thing bumming me out is the fact I have to live in a world without Captain America.
1241,STEVE ROGERS,"Oh, That reminds me.  Try it on."
1242,STEVE ROGERS,How does it feel?
1243,SAM WILSON,Like it's someone else's.
1244,STEVE ROGERS,It isn't.
1245,SAM WILSON,Thank you. I'll do my best.
1246,STEVE ROGERS,That's why it's yours.
1247,SAM WILSON,You wanna tell me about her?
1248,STEVE ROGERS,"No. No, I don't think I will."
