,Character,Dialog
928,Aldrich Killian,"Welcome aboard, Mr President. Ever hear of an elephant graveyard? Well, two years ago, the elephant in the room was this scow."
929,President Ellis,This is the Roxxon Norco.
930,Aldrich Killian,"And, of course, you'll remember that when she spilled a million gallons of crude off Pensacola, thanks to you, not one fat cat saw a day in court."
931,President Ellis,What do you want from me?
932,Aldrich Killian,"Uh, nothing, sir. I just needed a reason to kill you that would play well on TV. You see, I've moved on. I found myself a new political patron, and this time tomorrow, he'll have your job. String him up."
933,President Ellis,Hey!
934,Rhodey,"Come on. You're not gonna freak out on me, right?"
935,Tony Stark,I hope not.
936,Rhodey,"Oh, my God.  He's strung up over the oil tanker. They're gonna light him up, man."
937,Tony Stark,Viking funeral. Public execution.
938,Rhodey,"Yeah, death by oil."
939,Announcer,Broadcast will commence shortly. Take final positions.
940,Aldrich Killian,Okay. That's good. Now give me cameras A through E and we'll do a full tech rehearsal.
941,Rhodey,ls your gun up?
942,Tony Stark,Yep. What do I do?
943,Rhodey,"Stay on my six, cover high and don't shoot me in the back."
944,Tony Stark,"Six, high, back. Alright.  You see that? Nailed it."
945,Rhodey,"Yeah, you really killed the glass."
946,Tony Stark,You think I was aiming for the bulb? You can't hit a bulb at this distance.
947,Announcer,"All personnel, we have hostiles on east unit 12."
948,Man,Over there!
949,Announcer,"I repeat, hostiles on east unit 12."
950,Tony Stark,I'm out. Give me. You got extra magazines?
951,Rhodey,"They're not universal, Tony."
952,Tony Stark,"I know what I'm doing, I make this stuff. Give me another one."
953,Rhodey,Okay
954,Tony Stark,Give me one of yours.
955,Rhodey,I don't have one that fits that gun.
956,Tony Stark,"You've got, like, five of them. Here's what I'm going to do. Save my spot, ready?"
957,Rhodey,What'd you see?
958,Tony Stark,"Too fast. Nothing. Here we go.  Three guys, one girl, all armed."
959,Rhodey,"God, I would kill for some armour right now."
960,Tony Stark,You're right. We need backup.
961,Rhodey,"Yeah, a bunch."
962,Tony Stark,You know what?
963,Rhodey,Is that...?
964,Tony Stark,Yep.
965,Rhodey,Are those...?
966,Tony Stark,"Yeah.  Merry Christmas, buddy. JARVIS, target Extremis heat signatures. Disable with extreme prejudice."
967,JARVIS,"Yes, sir."
968,Tony Stark,What are you waiting for? It's Christmas. Take them to church.
969,JARVIS,Gentlemen.
970,Tony Stark,"Incoming! Jarvis, get Igor to steady this thing."
971,Rhodey,"This is how you've been managing your down time, huh?"
972,Tony Stark,"Everybody needs a hobby. Heartbreaker, help Red Snapper out, will you?  Nice timing."
973,Rhodey,"Oh, yeah. That's awesome. Give me a suit, okay?"
974,Tony Stark,"Oh, I'm sorry, they're only coded to me."
975,Rhodey,What does that mean?
976,Tony Stark,I got you covered.
977,JARVIS,"Good evening, Colonel. Can I give you a lift?"
978,Rhodey,Very funny.
979,JARVIS,"Sir, I've located Ms Potts."
980,Tony Stark,About time.
981,Pepper Potts,Stop! Put it down. Put it down. Put it down.
982,Tony Stark,See what happens when you hang out with my ex-girlfriends?
983,Pepper Potts,You're such a jerk.
984,Tony Stark,Yep. We'll talk about it over dinner.
985,Aldrich Killian,"Is this guy bothering you? Don't get up. Ooh. Is it hot in there?  Stuck? Do you feel a little stuck? Like a little turtle, cooking in his little turtle suit."
986,Pepper Potts,Tony.
987,Aldrich Killian,She's watching. I think you should close your eyes. Close your eyes. Close your eyes. You don't want to see this.
988,Tony Stark,"Yeah, you take a minute.  Oh, come on!"
989,Rhodey,"Mr President! Just hold on, all right? I'm coming. Just hold on. Hold on.  Oh, kay. Bye-bye. Brace yourself.  You look damn good, Mr President, but I'm gonna need that suit back. The President is secure, Tony. I'm clearing the area."
990,Tony Stark,Nice work.
991,Rhodey,"Ready, sir?"
992,President Ellis,"What do you mean ""ready""?"
993,Tony Stark,"Pep, I got you. Relax, I got you. Just look at me! Honey, I can't reach any further and you can't stay there. All right? You've got to let go. You've got to let go! I'll catch you, I promise. No!"
994,Aldrich Killian,A shame. I would've caught her.
995,Tony Stark,Eject.
996,Aldrich Killian,"Well, here we are on the roof."
997,JARVIS,"Mark 42, inbound."
998,Tony Stark,I'll be damned. The prodigal son returns.  Whatever.
999,Aldrich Killian,"You really didn't deserve her, Tony. It's a pity. I was so close to having her perfect."
1000,Tony Stark,"Okay, okay, wait, wait, wait! Slow down! Slow down! You're right. I don't deserve her. Here's where you're wrong. She was already perfect.  Jarvis, do me a favour and blow Mark 42."
1001,Aldrich Killian,
1002,Tony Stark,I got nothing.  Honey?
1003,Pepper Potts,"Oh, my God. That was really violent."
1004,Tony Stark,You just scared the devil out of me. I thought you were...
1005,Pepper Potts,I was dead. Why? Because I fell 200 feet? Who's the hot mess now?
1006,Tony Stark,It's still debatable. Probably tipping your way a little bit. Why don't you dress like this at home? Hmm? Sport bra. The whole deal.
1007,Pepper Potts,"You know, I think I understand why you don't want to give up the suits. What am I going to complain about now?"
1008,Tony Stark,"Well, it's me. You'll think of something. Come here."
1009,Pepper Potts,"No, don't touch me."
1010,Tony Stark,Don't worry about it.
1011,Pepper Potts,"No, I'm gonna burn you."
1012,Tony Stark,"No, you're not. Not hot."
1013,Pepper Potts,Am I gonna be okay?
1014,Tony Stark,"No. You're in a relationship with me. Everything will never be okay. But I think I can figure this out, yeah. I almost had this 20 years ago when I was drunk. I think I can get you better. That's what I do. I fix stuff."
1015,Pepper Potts,And all your distractions?
1016,Tony Stark,Uh... I'm going to shave them down a little bit. Jarvis. Hey.
1017,JARVIS,"All wrapped up here, sir. Will there be anything else?"
1018,Tony Stark,You know what to do.
1019,JARVIS,"The Clean Slate Protocol, sir?"
1020,Tony Stark,"Screw it, it's Christmas. Yes, yes.  Okay, so far? Do you like it?"
1021,Pepper Potts,It'll do.
1022,Tony Stark,"And so, as Christmas morning began, my journey had reached its end. You start with something pure, something exciting. Then, come the mistakes. The compromises. We create our own demons."
1023,Trevor Slattery,"Oh! Great to see you! Oh, bloody hell!"
1024,Tony Stark,"But then I thought to myself, ""Why stop there?"" Of course, there are people who say progress is dangerous, but I'll bet none of those idiots ever had to live with a chestful of shrapnel. And now, neither will I. Let me tell you, that was the best sleep I'd had in years."
1025,Nurse,It's okay. It's okay. It's okay.
1026,Happy Hogan,"No, look."
1027,Tony Stark,"You know, and thank you by the way. For listening. Plus, something about just getting it off my chest, and putting it out there in the atmosphere, instead of holding this in... I mean, this is what gets people sick, you know. Wow, I had no idea you were such a good listener."
1028,Tony Stark,"To be able to share all my intimate thoughts and my experiences with someone, it just cuts the weight of it in half. You know, it's like a snake swallowing its own tail. Everything comes full circle.  Are you with me?"
1029,Bruce Banner,"Sorry... I was, yeah. We were at, uh..."
1030,Tony Stark,Are you actively napping?
1031,Bruce Banner,I was... I... I drifted.
1032,Tony Stark,Where did I lose you?
1033,Bruce Banner,Elevator in Switzerland.
1034,Tony Stark,"So, you heard none of it?"
1035,Bruce Banner,I'm sorry. I'm not that kind of doctor. I'm not a therapist. It's not my training.
1036,Tony Stark,So?
1037,Bruce Banner,I don't have the...
1038,Tony Stark,What? The time?
1039,Bruce Banner,Temperament.
1040,Tony Stark,"You know what? Now that I think about it... Oh! God, my original wound. 1983, all right?"
1041,Bruce Banner,Yes.
1042,Tony Stark,"I'm 14 years old, I still have a nanny. That was weird."
