,Character,Dialog
651,THOR,Loki will be answering to Odin himself.
652,ALEXANDER PIERCE,"Oh, he's gonna answer to us. Odin can have what's left. And I'm gonna need that case, that's been SHIELD property for over 70 years."
653,HYDRA AGENT,"Hand over the case, Stark."
654,TONY STARK,"All right, move it, Stuart Little. Things are getting dicey up here. Let's go."
655,TONY STARK,"I'm not gonna argue who's got the higher authority here, all right?"
656,SCOTT LANG,You promise me you won't die?
657,TONY STARK,You're only giving me a mild cardiac dysrhythmia.
658,SCOTT LANG,That doesn't sound mild.
659,ALEXANDER PIERCE,I need the case.
660,TONY STARK,I know you got a lotta pull. I'm just saying...
661,ALEXANDER PIERCE,Okay. Then give me the case.
662,TONY STARK,"Do it, Lang!"
663,TONY STARK,Get your hands off!
664,TONY STARK,Window's closing. Pull my pin!
665,SCOTT LANG,Here goes!
666,ALEXANDER PIERCE,Stark?
667,THOR,Stark!
668,ALEXANDER PIERCE,"Look, he's convulsing. Give him air! Medic!"
669,TONY STARK,"MEDIC! You guys, some help!"
670,ALEXANDER PIERCE,"Stark, you--- your chest machine?"
671,TONY STARK,Good job. Meet me in the alley. I'm gonna grab a quick slice.
672,HULK,NO STAIRS!!!!
673,THOR,"You'll be fine, Stark. Stay with us! I'll try something, okay? I have no idea if it's gonna work."
674,THOR,YES!
675,TONY STARK,That worked a treat. That was so crazy!
676,THOR,I had no idea if that was gonna work.
677,TONY STARK,The case?
678,THOR,"The case. It's, uhh... Where's the case? Where's Loki? Loki!"
679,SCOTT LANG,"That wasn't supposed to happen, was it?"
680,TONY STARK,"Oh, we blew it."
681,THOR,Loki!?
682,STEVE ROGERS,"Tony, what's going on? Tell me you found that cube.  Oh, you gotta be shitting me."
683,STEVE ROGERS,I have eyes on Loki. 14th floor.
684,STEVE ROGERS,I'm not Loki. And I don't wanna hurt you.
685,STEVE ROGERS,I can do this all day.
686,STEVE ROGERS,"Yeah, I know. I know."
687,STEVE ROGERS,Where did you get this?
688,STEVE ROGERS,Bucky... is... alive!
689,STEVE ROGERS,What?
690,STEVE ROGERS,That is America's ass.
691,BRUCE BANNER,"Please, please!"
692,THE ANCIENT ONE,"I'm sorry, I can't help you, Bruce. If I give up the Time Stone to help your Reality, I'm dooming my own."
693,BRUCE BANNER,"With all due respect, I'm not sure the science really supports that."
694,THE ANCIENT ONE,"The Infinity Stones create what you experience as the flow of time. Remove one stone and that flow splits.  Now, this may benefit your reality, but my new one…not so much. In this new branched Reality, without our chief weapon against the forces of darkness, our world will be overrun. Millions will suffer. So, tell me, Doctor, can your science prevent all that?"
695,BRUCE BANNER,"No, but we can erase it. Because once we are done with the stones, we can return each one to its own timeline at the moment it was taken. So, chronologically,  it never left."
696,THE ANCIENT ONE,"But you are leaving out the most important part. In order to return the stones, you have to survive."
697,BRUCE BANNER,We will. I will. I promise.
698,THE ANCIENT ONE,I can't risk this Reality on a promise. It is the duty of the Sorcerer Supreme to protect the Time Stone.
699,BRUCE BANNER,"Then, why the hell did Strange give it away?"
700,THE ANCIENT ONE,What did you say?
701,BRUCE BANNER,"Strange, he gave it away. He gave it to Thanos."
702,THE ANCIENT ONE,Willingly?
703,BRUCE BANNER,Yes!
704,THE ANCIENT ONE,...Why?
705,BRUCE BANNER,I have no idea. Maybe he made a mistake.
706,THE ANCIENT ONE,Or I did.  Strange is meant to be the best of us.
707,BRUCE BANNER,So he must have done it for a reason.
708,THE ANCIENT ONE,I fear you might be right.
709,BRUCE BANNER,Thank you.
710,THE ANCIENT ONE,"I'm counting on you, Bruce. We all are."
711,THANOS,Run diagnostics. Show me her memory file.
712,EBONY MAW,"Sire, the file appears entangled. It was a memory, but not hers. There's another consciousness sharing her network...another Nebula."
713,THANOS,Impossible.
714,EBONY MAW,This duplicate carries a time stamp... from nine years in the future.
715,THANOS,Where is this other Nebula?
716,EBONY MAW,In our solar system. On Morag.
717,THANOS,Can you access her?
718,EBONY MAW,Yes. The two are linked.
719,THANOS,Search the duplicate's memories for Infinity Stones.
720,BRUCE BANNER,And these stones have been in a lot of different places throughout history.
721,TONY STARK,"Our history. So, not a lot of convenient spots to just drop in."
722,CLINT BARTON,Which means we have to pick our targets.
723,TONY STARK,Correct.
724,THANOS,Freeze image.
725,GAMORA,Terrans.
726,THANOS,"Avengers. Unruly wretches. What's that reflection? Amplify this, Maw."
727,GAMORA,I don't understand. Two Nebulas.
728,THANOS,No. The same Nebula. From two different times. Set course for Morag. Scan the duplicate's memories. I want to see everything.
729,FRIGGA,"My ladies, I'll see you after. Go on."
730,FRIGGA,What are you doing?
731,THOR,Aah!!!
732,FRIGGA,Aah!!!
733,THOR,"OH, God!"
734,FRIGGA,You're better off leaving the sneaking to your brother.
735,THOR,"Yeah, I was simply just going for a walk, and uh..."
736,FRIGGA,What are you wearing?
737,THOR,I always wear this. This is one of my favorites.
738,FRIGGA,What's wrong with your eye?
739,THOR,"Oh, my eye. That's... you remember the Battle of Haroquin? When I got hit in the face with a broadsword?"
740,FRIGGA,"You're not the Thor I know at all, are you?"
741,THOR,"Yes, I am."
742,FRIGGA,"The future hasn't been kind to you, has it?"
743,THOR,I didn't say I'm from the future.
744,FRIGGA,"I was raised by witches, boy. I see with more than eyes, and you know that."
745,THOR,"I am totally, totally from the future."
746,FRIGGA,"Yes, you are."
747,THOR,I really need to talk to you.
748,FRIGGA,We can talk.
749,THOR,His head was over there... His body over there... What was the point? I was too late. I was just standing there. Some idiot with an axe.
750,FRIGGA,You're no idiot. You're here aren't you? Seeking counsel from the wisest person in Asgard.
751,THOR,"I guess, yeah."
752,FRIGGA,Idiot? No. A failure? Absolutely.
753,THOR,That's a little bit harsh.
754,FRIGGA,You do know what that makes you? Just like everyone else.
755,THOR,"I'm not supposed to be like everyone else, am I?"
756,FRIGGA,"Everyone fails at who they are supposed to be, Thor. The measure of a person, of a hero, is how well they succeed at being who they are."
757,THOR,"I really missed you, Mum."
758,ROCKET,Thor! I got it!
759,ASGARDIAN SOLDIER,Get that rabbit!
760,THOR,"Ma, I have to tell you something."
761,FRIGGA,"No, son. You don't. You're here to repair your future, not mine."
762,THOR,But this is about your future.
763,FRIGGA,It's none of my business.
764,ROCKET,"Hey. You must be Mom. I got the thing. Come on, we got to move."
765,THOR,I wish we had more time.
766,FRIGGA,"No, this was a gift. And you're going to be the man you're meant to be."
767,THOR,"I love you, Mom."
768,FRIGGA,I love you. And eat a salad.
769,ROCKET,Come on. We gotta go.
770,FRIGGA,Goodbye.
771,ROCKET,Three... two...
772,THOR,"No, wait!"
773,ROCKET,Wh- what am I looking at?
774,FRIGGA,"Oh, sometimes it takes a second."
775,THOR,I'm still worthy.
776,ROCKET,"Oh, boy."
777,THOR,"Goodbye, Mom."
778,FRIGGA,Goodbye.
779,RHODEY,So he's an idiot?
780,NEBULA,Yeah.
781,RHODEY,What's that?
782,NEBULA,The tool of a thief.
783,RHODEY,"Whoa, whoa, whoa, whoa...This is the part where spikes come out with skeletons on the end and everything..."
784,NEBULA,What are you talking about?
785,RHODEY,"When you break into a place called the temple of the Power Stone, There's gonna be a bunch of booby traps–"
786,RHODEY,Okay. All right. Go ahead.
787,NEBULA,I wasn't always like this.
788,RHODEY,"Me either. But we work with what we got, right?"
789,RHODEY,Sync up.  Three.. two.. one...
790,BRUCE,You murdered trillions!
791,THANOS,You should be grateful.
792,NATASHA,Where are the stones?
793,THANOS,Gone. Reduced to atoms.
794,BRUCE,You used them two days ago.
795,THANOS,I used the stones to destroy the stones. It nearly killed me. But the work is done. It always will be. I am inevitable.
796,GAMORA,What did you do to them?
797,THANOS,Nothing. Yet. They're not trying to stop something I'm going to do in our time. They're trying to undo something I've already done in theirs.
798,GAMORA,The stones...
799,THANOS,I found them all. I won. Tipped the cosmic scales to balance.
800,EBONY MAW,This is your future.
801,THANOS,It's my destiny.
802,NEBULA,My father is many things. A liar is not one of them.
803,THANOS,"Ah...Thank you, Daughter. Perhaps I treated you too harshly..."
804,THANOS,"And that, is destiny fulfilled."
805,EBONY MAW,"Sire, your Daughter..."
806,NEBULA,No!
807,EBONY MAW,...is a traitor.
808,NEBULA,That's not me. It's not. I could never...I would never betray you. Never.
809,THANOS,I know. And you'll have the chance to prove it.
810,NEBULA,"No! He knows!  Barton? Barton, come in. Romanoff? Come in, we have a problem. Come on! Come in, we have a prob....Thanos knows. Thanos… He knows."
811,TONY STARK,Cap–
812,TONY STARK,"Sorry, buddy. We got a– problem."
813,SCOTT LANG,"Huh. Yeah, we do."
814,STEVE ROGERS,"Well, what are we gonna do now?"
815,TONY STARK,"You know what? Give me a break, Steve. I just got hit in the head with the Hulk."
816,SCOTT LANG,You said that we had one shot. This– this was our shot. We shot it. It's shot. Six stones or nothing. Six stones or nothing–
817,TONY STARK,"You're repeating yourself, you know that? You're repeating yourself."
818,SCOTT LANG,You're repeating yourself. You're repeating yourself. You know– No.
819,TONY STARK,"Dude, come on."
820,SCOTT LANG,"You never wanted a time heist, you went on board with the time heist–"
821,TONY STARK,I dropped the ball.
822,SCOTT LANG,You ruined the time heist.
823,TONY STARK,Is that what I did?
824,SCOTT LANG,Yeah!
825,STEVE ROGERS,Are there any other options with the Tesseract?
826,SCOTT LANG,"No, no, no. There's no other options. There's no do-overs. We're not going anywhere else. We have one particle left. Each. That's it, alright? We use that– Bye, bye. You're not going home."
827,STEVE ROGERS,"Yeah, well if we don't try, then no one else is going home, either."
828,TONY STARK,"I got it. There's another way. To retake the Tesseract and acquire new particles. We'll stroll down memory lane. Military installation, Garden State."
829,STEVE ROGERS,When were they both there?
830,TONY STARK,They were there at a– I've a vaguely exact idea.
831,STEVE ROGERS,How vague?
832,SCOTT LANG,What are you talking about? Where are we going?
833,TONY STARK,I know for a fact they were there–
834,SCOTT LANG,Who's they? What are we doing?
835,TONY STARK,And I know how I know.
836,SCOTT LANG,"Guys, what's up? What is it?"
837,TONY STARK,"Well, it looks like we're improvising."
838,SCOTT LANG,Right. What are we improvising?
839,TONY STARK,"Scott, get this back to the compound."
840,TONY STARK,Suit up.
841,SCOTT LANG,What's in New Jersey?
842,TONY STARK,"0-4,"
843,STEVE ROGERS,0-4–-
844,TONY STARK,"Uhh, 0-7."
845,STEVE ROGERS,0-7.-
846,SCOTT LANG,Excuse me...
847,TONY STARK,1-9-7-0.
848,STEVE ROGERS,Are you sure?
849,SCOTT LANG,"Cap. Captain. Steve, sorry, America. Rogers. Look,if you do this, and this doesn't work,you're not coming back."
850,TONY STARK,"Thanks for the pep talk, pissant. Do you trust me?"
851,STEVE ROGERS,I do.
852,TONY STARK,Your call.
853,STEVE ROGERS,Here we go.
854,"OUR WATCHER INFORMANT, STAN LEE","Hey, man! Make love, not war!"
855,TONY STARK,"Clearly, you weren't actually born here, right?"
856,STEVE ROGERS,The idea of me was.
857,TONY STARK,"Right. Well, imagineyou're SHIELD, running a quasi-fascisticintelligence organization. Where do you hide it?"
858,STEVE ROGERS,In plain sight.
859,TONY STARK,"Good luck on yourmission, Captain."
860,STEVE ROGERS,"Good luck on yourproject, doctor."
861,ELEVATOR LADY,You're new here?
862,STEVE ROGERS,Not exactly.
863,TONY STARK,Gotcha. Back in the game.
864,HOWARD STARK,"Arnim, you in there? Arnim? Hey! Door's this way, pal."
865,TONY STARK,"Oh, yeah."
866,HOWARD STARK,I'm looking for Dr. Zola.Have you seen him?
867,TONY STARK,"Yeah, no, Dr. Zol– No, I haven't seen a soul.  Pardon me."
868,HOWARD STARK,Do I know you?
869,TONY STARK,"No, sir. I'm a– a visitor from MIT."
870,HOWARD STARK,Huh. MIT. Got a name?
871,TONY STARK,Uh– Howard.
872,HOWARD STARK,"Well, that'll beeasy to remember."
873,TONY STARK,Howard– Potts.
874,HOWARD STARK,"Well, I'm Howard Stark."
875,TONY STARK,Hi.
876,HOWARD STARK,"Shake it, don't pull it."
877,TONY STARK,Yeah–
878,HOWARD STARK,"You look a little green aroundthe gills there, Potts."
879,TONY STARK,"I'm fine. Just, long hours."
880,HOWARD STARK,"Wanna get some air? Hello, Potts."
881,TONY STARK,Yeah. That would be swell.
882,HOWARD STARK,That way.
883,TONY STARK,Okay.
884,HOWARD STARK,Need your briefcase?
885,HOWARD STARK,"You're not one ofthose beatniks, are ya, Potts?"
886,CAPTAIN STEVENS,Hello. Dr. Pym?
887,HANK PYM,That would be the number that you called. Yes.
888,CAPTAIN STEVENS,This is Captain Stevens from shipping. We have a package for you.
889,HANK PYM,Bring it up.
890,CAPTAIN STEVENS,"Well, that's the thing, sir. We can't."
891,HANK PYM,I'm confused. I thought that was your job.
892,CAPTAIN STEVENS,"Well, it's just– Sir,the box is glowing and, to be honest, some of our mailguys aren't feeling that great."
893,HANK PYM,"They didn't open it, did they?"
894,CAPTAIN STEVENS,"Yeah, they did. You better get down here."
895,HANK PYM,Excuse me! Out of the way!
896,TONY STARK,"So, flowers and sauerkraut. Yougot a big date tonight?"
897,HOWARD STARK,"My wife's expecting. And, uh– Too muchtime in the office."
898,TONY STARK,Congratulations.
899,HOWARD STARK,"Thanks. Hold this, will you?"
900,TONY STARK,"Yeah, sure. How far along is she?"
901,HOWARD STARK,I don't know– Uh– She's at the point where she can't stand the sound of my chewing. I guess I'll be eatingdinner in the pantry again.
902,TONY STARK,I have a little girl.
903,HOWARD STARK,A girl would be nice. Less of a chanceshe'd turn out exactly like me.
904,TONY STARK,What'd be so awful about that?
905,HOWARD STARK,Let's just say that the greatergood has rarely outweighed my own self-interests.
906,SECURITY OFFICER,And you've never seen these two men before?
907,ELEVATOR LADY,"No, I've got an eye for this. The two of them looked fishy."
908,SECURITY OFFICER,Can you describe them?
909,ELEVATOR LADY,"Well, one of them had a hippie beard."
910,SECURITY OFFICER,Hippie? Like Bee Gees or Mungo Jerry?
911,ELEVATOR LADY,Definitely Mungo Jerry.
912,SECURITY OFFICER,"Yeah, this is Chesler. Ineed every available MPs on sub-level 6. We havea potential breach."
913,TONY STARK,"So, where are youat with names?"
914,HOWARD STARK,"Well, if it's a boy, my wife likes Elmonzo."
915,TONY STARK,"Huh, Might wanna let that stew awwhile. You got time."
916,HOWARD STARK,Let me ask you a question. When your kid was born– were you nervous?
917,TONY STARK,Wildly. Yeah.
918,HOWARD STARK,Did you feel qualified? Like you had any idea how tosuccessfully operate that thing?
919,TONY STARK,"I literally pieced it together as I went along, I thought about what my Dad did, and–"
920,HOWARD STARK,"My old man, he never met a problem he couldn't solve with a belt."
921,TONY STARK,"I thought my dad was tough on me. And now, looking back, I just remember the good stuff, you know. He did drop the odd pearl."
922,HOWARD STARK,Yeah? Like what?
923,TONY STARK,"""No amount of money everbought a second of time."""
924,HOWARD STARK,Smart guy.
925,TONY STARK,He did his best.
926,HOWARD STARK,"Let me tell you. Thatkid's not even here yet, and there's nothing Iwouldn't do for him. Good to meet you, Potts."
927,TONY STARK,"Yeah, Howard– Everything's gonna be all right. Thank you– for everything– you've done for this country."
928,HOWARD STARK,"Jarvis, have we ever met that guy?"
929,EDWIN JARVIS,"You meet a lot of people, sir."
930,HOWARD STARK,Seems very familiar. Weird beard.
931,NEBULA,You're weak.
932,NEBULA,I'm you.
933,NEBULA,You can stop this. You know you want to. Did you see whathappens in the future? Thanos finds the Soul Stone. You wanna knowhow he does that? You wanna know whathe does to you?
934,NEBULA,That's enough.  You disgust me. But that doesn'tmean you're useless.
935,NEBULA,How do I look?
936,CLINT BARTON,"Wow– Under different circumstances, this would be totally awesome."
937,NATASHA ROMANOFF,I bet the raccoon didn'thave to climb a mountain.
938,CLINT BARTON,"Technically, he's nota raccoon, you know."
939,NATASHA ROMANOFF,Whatever. He eats garbage
940,RED SKULL,Welcome.
941,RED SKULL,"Natasha, daughter of Ivan. Clint, son of Edith."
942,NATASHA ROMANOFF,Who are you?
943,RED SKULL,"Consider me a guide. To you, and to all whoseek the Soul Stone."
944,NATASHA ROMANOFF,"Oh, good. You tell us where it is.Then we'll be on our way."
945,RED SKULL,"Ah, liebchen– If only it were that easy."
946,RED SKULL,What you seek liesin front of you... as does what you fear.
947,NATASHA ROMANOFF,The stone is down there.
948,RED SKULL,"For one of you. For the other... In order to take the stone, youmust lose that which you love. An everlasting exchange. A soul, for a soul."
949,CLINT BARTON,How's it going? Jesus...Maybe he's making this shit up.
950,NATASHA ROMANOFF,No. I don't think so.
951,CLINT BARTON,"Why, 'cause he knows your Daddy's name?"
952,NATASHA ROMANOFF,I didn't. Thanos left here with the stone without his daughter. It's not a coincidence.
953,CLINT BARTON,Yeah.
954,NATASHA ROMANOFF,Whatever it takes.
955,CLINT BARTON,Whatever it takes.
956,NATASHA ROMANOFF,"If we don't get that stone, billions of people stay dead."
957,CLINT BARTON,Then I guess we both know who it's gotta be.
958,NATASHA ROMANOFF,I guess we do.
959,CLINT BARTON,"I'm starting to think– we mean different people here, Natasha."
960,NATASHA ROMANOFF,For the last five years I've been trying to do one thing: Get to right here. That's all it's been about. Bringing everybody back.
961,CLINT BARTON,"Oh, don't you get all decent on me now."
962,NATASHA ROMANOFF,"What, you think I wanna do it? I'm trying to save your life, you idiot."
963,CLINT BARTON,"Yeah, well, I don't want you to, because I– Natasha, you know what I've done. You know what I've become."
964,NATASHA ROMANOFF,I don't judge people ontheir worst mistakes.
965,CLINT BARTON,Maybe you should.
966,NATASHA ROMANOFF,You didn't.
967,CLINT BARTON,"You're a pain in my ass, you know that?"
968,CLINT BARTON,Okay. You win.
969,CLINT BARTON,Tell my family I love them.
970,NATASHA ROMANOFF,You tell them yourself.
971,CLINT BARTON,Damn you!
972,NATASHA ROMANOFF,Let me go.
973,CLINT BARTON,"No. Please, no."
974,NATASHA ROMANOFF,It's okay.
975,CLINT BARTON,Please–  NO!!!
976,BRUCE BANNER,Did we get them all?
977,RHODEY,You telling me this'llactually work?
978,BRUCE BANNER,"Clint, where's Nat?"
979,TONY STARK,Do we know if she had family?
980,STEVE ROGERS,Yeah. Us.
981,THOR,What?
982,TONY STARK,I just asked him a question–
983,THOR,"Yeah, you're acting like she's dead. Why are we acting like she's dead? We have the stones, right? As long as we have the stones, Cap, we can bring her back, isn't that right?  So stop this shit. We're the Avengers, get it together."
984,CLINT BARTON,We can't get her back.
985,THOR,Wha– what?
986,CLINT BARTON,It can't be undone. It can't.
987,THOR,"I'm sorry. No offense, but you'rea very earthly being. Okay? We're talking about space magic. And ""can't"" seems very definitive don't you think?"
988,CLINT BARTON,"Yeah, look, I know that I'm way outside my paygrade here. But she still isn't here, is she?"
989,THOR,"No, that's my point–"
990,CLINT BARTON,"It can't– be undone. Or that's at least what the red floating guy had to say.  Maybe you wanna go talk to him, okay? GO GRAB YOUR HAMMER, AND YOU GO FLY AND TALK TO HIM!"
991,CLINT BARTON,It was supposed to be me. She sacrificed her life for that goddamn stone. She bet her life on it.
992,BRUCE BANNER,She's not coming back. We have to make it worth it. We have to.
993,STEVE ROGERS,We will.
994,ROCKET,Boom!
995,ROCKET,"All right. The glove's ready. Question is, who's gonna snap their freaking fingers?"
996,THOR,I'll do it.
997,SCOTT LANG,Excuse me?
998,THOR,It's okay.
999,EVERYONE,"No, no, no, whoa. Stop. Stop. Wait a sec. Hey, hey–"
1000,STEVE ROGERS,"Wait, wait, Thor, just wait. We haven't decided who's gonna put that on yet."
1001,THOR,"I'm sorry. What, we're just sitting around waiting for the right opportunity?"
1002,SCOTT LANG,We should at least discuss it.
1003,THOR,"No, no, sitting here staring at that thing is not gonna bring everybody back. I'm the strongest Avenger, okay? So this responsibility falls upon me. It's my duty."
1004,TONY STARK,It's not about that–
1005,THOR,Just let me do it. Just let me do something good. Something right.
1006,TONY STARK,"Look– It's not just the fact that that glove is channeling enough energy to light up a continent, I'm telling you, you're in no condition."
1007,THOR,What do you– What do you think is coursing through my veins right now?
1008,RHODEY,Cheez Whiz?
1009,THOR,Lightning.
1010,TONY STARK,Yeah.
1011,BRUCE,"Lightning won't help you, pal. It's gotta be me."
1012,BRUCE BANNER,You saw what those stones did to Thanos. It almost killed him. None of you could survive.
1013,STEVE ROGERS,How do we know you will?
1014,BRUCE BANNER,We don't. But the radiation's mostly gamma.  It's like...I was made for this.
1015,TONY STARK,"Good to go, yeah?"
1016,BRUCE BANNER,Let's do it.
1017,TONY STARK,"You remember– everyone Thanos snapped away five years ago and just bringing them back to now, today. Don't change anything from the last five years."
1018,BRUCE BANNER,Got it.
1019,TONY STARK,"F.R.I.D.A.Y., do me a favor and activate Barn Door Protocol. Will you?"
1020,F.R.I.D.A.Y.,"Yes, boss."
1021,BRUCE BANNER,Everybody comes home.
1022,THOR,Take it off! Take it off!
1023,STEVE ROGERS,"No, wait. Bruce, are you okay?"
1024,TONY STARK,"Talk to me, Banner."
1025,BRUCE BANNER,I'm okay. I'm okay.
1026,STEVE ROGERS,Bruce!
1027,TONY STARK,Don't move him.
1028,BRUCE ROGERS,Did it work?
1029,THOR,Worth a shot. It's over. It's okay.
1030,CLINT BARTON,Honey. Honey.
1031,SCOTT LANG,Guys– I think it worked!
1032,ROCKET,I can't breathe. I can't breathe! I can't breathe.
1033,RHODEY,Canopy. Canopy. Canopy.
1034,BRUCE BANNER,"Rhodey, Rocket, get outta here!"
1035,ROCKET,Hurry up! Hurry up! Come on!
1036,BRUCE BANNER,Rhodey!
1037,RHODEY,"Mayday, mayday! Does anybody copy? We're in the lower level, it's flooding!"
1038,SCOTT LANG,What?
1039,RHODEY,We're drowning! Does anybody copy? Mayday!
1040,SCOTT LANG,"Wait! I'm here! I'm here, can you hear me?"
1041,CLINT BARTON,Cap?
1042,CLINT BARTON,Damn.
1043,THANOS,Daughter.
1044,NEBULA,"Yes, Father."
1045,THANOS,"So, this is the future. Well done."
1046,NEBULA,"Thank you, Father. They suspected nothing."
1047,THANOS,The arrogant never do.
1048,THANOS,Go. Find the stones. Bring them to me.
1049,NEBULA,What will you do?
1050,THANOS,Wait.
1051,GAMORA,"Tell me something. In the future, what happens to you and me?"
1052,NEBULA,I tried to kill you. Several times.
1053,NEBULA,"But eventually,we become friends. We become sisters."
1054,GAMORA,Come on. We can stop him.
1055,TONY STARK,"Come on, buddy. Wake up. That's my man. You lose this again, I'm keeping it."
1056,STEVE ROGERS,What happened?
1057,TONY STARK,You messed with time.It tends to mess back. You'll see.
1058,TONY STARK,What's he been doing?
1059,THOR,Absolutely nothing.
1060,STEVE ROGERS,Where are the stones?
1061,TONY STARK,Somewhere under all this. All I know is he doesn't have them.
1062,STEVE ROGERS,So we keep it that way.
1063,THOR,"You know it's a trap, right?"
1064,TONY STARK,Yeah. And I don't much care.
1065,THOR,Good. Just as long we are all in agreement.  Let's kill him properly this time.
1066,THANOS,"You could not live with your own failure. And where did that bring you? Back to me. I thought by eliminating half of life, the other half would thrive. But you’ve shown me that’s impossible. And as long as there are those that remember what was, there will always be those that are unable to accept what can be. They will resist."
1067,TONY STARK,Yep. We're all kinds of stubborn.
1068,THANOS,"I'm thankful. Because now, I knowwhat I must do.  A grateful universe."
1069,STEVE ROGERS,Born out of blood.
1070,THANOS,They'll never know it. Because you won't bealive to tell them.
1071,RHODEY,"See you on the other side, man."
1072,SCOTT LANG,Hang on! I'm coming!
1073,CLINT BARTON,"Oh, hey– I know you."
1074,NEBULA,Father.
1075,NEBULA,I have the stones.
1076,CLINT BARTON,What?!
1077,GAMORA,Stop.
1078,NEBULA,You're betraying us?
1079,NEBULA,You don't have to do this.
1080,NEBULA,I am this.
1081,GAMORA,"No, you're not."
1082,NEBULA,You've seen what we become.
1083,GAMORA,"Nebula, listen to her."
1084,NEBULA,You can change.
1085,NEBULA,He won't let me.
1086,GAMORA,NO!
1087,TONY STARK,"Okay, Thor. Hit me."
1088,F.R.I.D.A.Y,"Boss, wake up!"
1089,THOR,I knew it!
1090,THANOS,"In all my years of conquest– violence– slaughter– It was never personal. But I'll tell you now– what I'm about to do to your stubborn, annoying little planet– I'm gonna enjoy it. Very, very much."
1091,SAM WILSON,"Hey, Cap, you read me?"
1092,SAM WILSON,"Cap, it's Sam. Can you hear me?"
1093,SAM WILSON,On your left.
1094,DOCTOR STRANGE,Is that everyone?
1095,WONG,"What, you wanted more?"
1096,STEVE ROGERS,AVENGERS!  –assemble.
1097,THOR,"No, no, give me that. You have the little one."
1098,PETER PARKER,"Hey! Holy cow! You will not believe what's been going on. Do you remember when we were in space? And I got all dusty? I must've passed out, Because I woke up, and you were gone. But Doctor Strange was there, right? He was like, ""It's been five years. Come on, they need us."" And then he started doing the yellow sparkly thing that he does all the time–"
1099,TONY STARK,"He did? Oh, God."
1100,PETER PARKER,What are you doing?
1101,PETER PARKER,"Oh, this is nice."
1102,PETER QUILL,Gamora?  I thought I lost you.
1103,PETER QUILL,Ow.
1104,GAMORA,me!
1105,PETER QUILL,You missed the first time– Then you got them both the second time.
1106,GAMORA,This is the one? Seriously?
1107,NEBULA,"The choices were him, or a tree."
1108,CLINT BARTON,"Cap, what do you want me to do with this damn thing?"
1109,STEVE ROGERS,Get those stones as far away as possible!
1110,BRUCE BANNER,No! We need to get them back where they came from.
1111,TONY STARK,No way to get them back. Thanos destroyed the quantum tunnel.
1112,SCOTT LANG,Hold on!  That wasn't our only time machine.
1113,STEVE ROGERS,"Anyone see an ugly, brown van up there?"
1114,VALKYRIE,Yes! But you're not gonna like where it's parked!
1115,TONY STARK,"Scott, how long you need to get that thing working?"
1116,SCOTT LANG,Maybe ten minutes.
1117,STEVE ROGERS,Get it started. We'll get the stones to you.
1118,HOPE VAN DYNE,"We're on it, Cap."
1119,TONY STARK,"Hey. You said one out of 14 million, we win, yeah? Tell me this is it."
1120,DOCTOR STRANGE,"If I tell you what happens, it won't happen."
1121,TONY STARK,You better be right.
1122,THE WASP,It's a mess back here.
1123,SCOTT LANG,It's– it's dead.
1124,THE WASP,What?
1125,SCOTT LANG,It's dead. I have to hotwire it.
1126,THANOS,Where's Nebula?
1127,CORVUS GLAIVE,She's not responding.
1128,EBONY MAW,Sire!
1129,T'CHALLA,Clint! Give it to me.
1130,WANDA MAXIMOFF,You took everything from me.
1131,THANOS,I don't even know who you are.
1132,WANDA MAXIMOFF,You will.
1133,PETER PARKER,I got it!
1134,PETER PARKER,Activate Instant Kill!
1135,THANOS,Rain fire!
1136,CORVUS GLAIVE,"But sire, our troops!"
1137,THANOS,Just do it!
1138,PEPPER POTTS,"Uh, is anyone else seeing this?"
1139,PETER PARKER,"I got this. I got this! Okay, I don't got this. Help! Somebody, help!"
1140,STEVE,"Hey, Queens, heads up."
1141,PEPPER POTTS,"Hang on. I got you, kid."
1142,PETER PARKER,"Hey! Nice to meet you– OH, MY GOD!"
1143,SAM,What the hell is this?
1144,TONY STARK,"F.R.I.D.A.Y., what are they firing at?"
1145,F.R.I.D.A.Y.,Something just entered the upper atmosphere.
1146,ROCKET,"Oh, yeah!"
1147,STEVE ROGERS,"Danvers, we need an assist here."
1148,PETER PARKER,Hi. I'm– Peter Parker.
1149,CAROL DANVERS,"Hey, Peter Parker. You got something for me?"
1150,PETER PARKER,I don't know how you're gonna get it through all that.
1151,WANDA MAXIMOFF,Don't worry.
1152,OKOYE,She's got help.
